,Unnamed..0,Time,Type.of.Implant,Stim.Target,Project,File.Name,Outcome,Premature_or_not,Omission_or_not,Accuracy,Animal,Stim,Protocol,Date,Actual.Nosepoke,Trial.Number,Reaction.Time,Session.Number,Omission_binary,Premature_binary
7631,32,466.521,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP2,33,0.616044998,13,0,0
7632,33,477.989,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,34,0.558369875,13,0,0
7633,34,497.237,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,35,,13,1,0
7634,35,515.794,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,36,0.342003584,13,0,0
7635,36,531.916,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,37,,13,1,0
7636,37,543.511,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,38,0.738599777,13,0,0
7637,38,554.686,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP2,39,0.517556667,13,0,0
7638,39,570.639,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,40,0.39200449,13,0,0
7639,40,586.822,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,41,,13,1,0
7640,41,599.675,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,42,0.562520504,13,0,0
7641,42,610.233,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,43,0.377004147,13,0,0
7642,43,621.266,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Premature,Premature,Not_omission,Premature,FC35,on,5CSRTT Day 4,3/1/2023,,44,,13,0,1
7643,44,635.012,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,45,0.241002798,13,0,0
7644,45,654.454,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,46,,13,1,0
7645,46,665.5,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,47,0.553337812,13,0,0
7646,47,681.5,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,48,0.6599226,13,0,0
7647,48,692.382,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,on,5CSRTT Day 4,3/1/2023,NP1,49,0.634684563,13,0,0
7648,49,705.314,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,50,0.382425547,13,0,0
7649,50,716.549,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,51,0.747019529,13,0,0
7650,51,727.25,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,52,0.246002913,13,0,0
7651,52,742.31,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,53,0.361010075,13,0,0
7652,53,757.825,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,54,,13,1,0
7653,54,775.281,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,55,0.401013851,13,0,0
7654,55,787.48,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,56,0.272003174,13,0,0
7655,56,797.917,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,57,0.295003414,13,0,0
7656,57,810.521,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,58,0.419004679,13,0,0
7657,58,828.159,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,on,5CSRTT Day 4,3/1/2023,NP3,59,1.261021852,13,0,0
7658,59,841.58,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,60,0.266003132,13,0,0
7659,60,854.994,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,61,0.224007607,13,0,0
7660,61,867.05,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,62,0.489005327,13,0,0
7661,62,877.982,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,63,0.444005251,13,0,0
7662,63,889.081,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Premature,Premature,Not_omission,Premature,FC35,on,5CSRTT Day 4,3/1/2023,,64,,13,0,1
7663,64,899.995,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP2,65,0.67442584,13,0,0
7664,65,918.085,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,66,,13,1,0
7665,66,929.355,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,67,0.248002768,13,0,0
7666,67,941.039,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,on,5CSRTT Day 4,3/1/2023,NP4,68,0.236002684,13,0,0
7667,68,953.828,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,69,0.469004869,13,0,0
7668,69,965.929,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,70,0.505198717,13,0,0
7669,70,981.463,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,71,,13,1,0
7670,71,997.876,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,72,,13,1,0
7671,72,1014.15,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,73,,13,1,0
7672,73,1025.295,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,74,0.399968386,13,0,0
7673,74,1040.36,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,75,0.634898663,13,0,0
7674,75,1050.105,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Premature,Premature,Not_omission,Premature,FC35,on,5CSRTT Day 4,3/1/2023,,76,,13,0,1
7675,76,1063.775,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP2,77,0.515024185,13,0,0
7676,77,1074.462,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,78,0.443011761,13,0,0
7677,78,1086.673,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,79,0.477345705,13,0,0
7678,79,1096.695,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Premature,Premature,Not_omission,Premature,FC35,on,5CSRTT Day 4,3/1/2023,,80,,13,0,1
7679,80,1108.383,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP2,81,0.434015989,13,0,0
7680,81,1118.916,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,82,0.274003267,13,0,0
7681,82,1136.724,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,83,0.382004499,13,0,0
7682,83,1147.731,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,84,0.258003235,13,0,0
7683,84,1158.511,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,85,0.698007822,13,0,0
7684,85,1174.438,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,86,,13,1,0
7685,86,1190.804,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,87,,13,1,0
7686,87,1202.446,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,88,0.463005304,13,0,0
7687,88,1215.594,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,89,0.321003437,13,0,0
7688,89,1229.931,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,90,0.462012768,13,0,0
7689,90,1244.064,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP4,91,0.311825514,13,0,0
7690,91,1255.63,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,92,0.466043711,13,0,0
7691,92,1272.668,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,93,0.594006538,13,0,0
7692,93,1284.42,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,94,0.452026844,13,0,0
7693,94,1295.122,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,on,5CSRTT Day 4,3/1/2023,NP1,95,0.386015415,13,0,0
7694,95,1305.495,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP3,96,0.268002987,13,0,0
7695,96,1316.463,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP5,97,0.210002422,13,0,0
7696,97,1337.095,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Omission,Not_premature,Omission,Omission,FC35,on,5CSRTT Day 4,3/1/2023,,98,,13,1,0
7697,98,1348.745,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,on,5CSRTT Day 4,3/1/2023,NP5,99,0.154001713,13,0,0
7698,99,1362.017,Electrode,Mid-Striatum,5c,03-01-2023\1677694404052.csv,Reward,Not_premature,Not_omission,Reward,FC35,on,5CSRTT Day 4,3/1/2023,NP1,100,0.28700304,13,0,0
7699,0,13.573,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,1,1.179049969,14,0,0
7700,1,35.595,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Premature,Premature,Not_omission,Premature,FC35,off,5CSRTT Day 5,3/2/2023,,2,,14,0,1
7701,2,48.33,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,3,0.399012327,14,0,0
7702,3,60.939,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,4,0.689007759,14,0,0
7703,4,73.393,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Premature,Premature,Not_omission,Premature,FC35,off,5CSRTT Day 5,3/2/2023,,5,,14,0,1
7704,5,84.415,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,6,0.10000205,14,0,0
7705,6,100.435,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Omission,Not_premature,Omission,Omission,FC35,off,5CSRTT Day 5,3/2/2023,,7,,14,1,0
7706,7,116.583,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,off,5CSRTT Day 5,3/2/2023,NP2,8,0.10000205,14,0,0
7707,8,129.197,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,9,0.620011091,14,0,0
7708,9,140.495,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,10,0.24601841,14,0,0
7709,10,153.217,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,11,0.371017456,14,0,0
7710,11,164.203,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Premature,Premature,Not_omission,Premature,FC35,off,5CSRTT Day 5,3/2/2023,,12,,14,0,1
7711,12,175.277,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,13,0.502009869,14,0,0
7712,13,191.569,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,14,0.271004677,14,0,0
7713,14,201.672,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Premature,Premature,Not_omission,Premature,FC35,off,5CSRTT Day 5,3/2/2023,,15,,14,0,1
7714,15,212.225,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,16,0.41900754,14,0,0
7715,16,222.964,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,17,0.440007687,14,0,0
7716,17,234.899,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,18,0.832526684,14,0,0
7717,18,253.604,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,19,0.721034288,14,0,0
7718,19,267.75,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,20,0.764031887,14,0,0
7719,20,285.249,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,21,0.696112633,14,0,0
7720,21,301.045,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Omission,Not_premature,Omission,Omission,FC35,off,5CSRTT Day 5,3/2/2023,,22,,14,1,0
7721,22,313.258,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,23,0.785013914,14,0,0
7722,23,322.435,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Premature,Premature,Not_omission,Premature,FC35,off,5CSRTT Day 5,3/2/2023,,24,,14,0,1
7723,24,334.7,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,25,0.812038422,14,0,0
7724,25,345.742,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,26,0.38761425,14,0,0
7725,26,358.715,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,27,0.32601285,14,0,0
7726,27,370.529,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,28,0.322005987,14,0,0
7727,28,382.183,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,29,0.30900526,14,0,0
7728,29,393.466,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,30,0.321008682,14,0,0
7729,30,405.682,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,31,0.623011112,14,0,0
7730,31,416.96,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,off,5CSRTT Day 5,3/2/2023,NP4,32,0.402007341,14,0,0
7731,32,428.168,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,33,0.452025175,14,0,0
7732,33,438.964,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,off,5CSRTT Day 5,3/2/2023,NP3,34,0.45503521,14,0,0
7733,34,456.018,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Omission,Not_premature,Omission,Omission,FC35,off,5CSRTT Day 5,3/2/2023,,35,,14,1,0
7734,35,467.092,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,36,0.388006926,14,0,0
7735,36,480.233,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,37,0.482014418,14,0,0
7736,37,493.76,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,38,0.463027,14,0,0
7737,38,504.815,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,39,0.459008455,14,0,0
7738,39,515.896,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,40,0.478008509,14,0,0
7739,40,530.285,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,41,0.444285631,14,0,0
7740,41,549.99,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,42,0.584010363,14,0,0
7741,42,560.353,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,43,0.323892355,14,0,0
7742,43,570.829,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,44,0.377006769,14,0,0
7743,44,584.308,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,45,0.486008644,14,0,0
7744,45,596.46,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,46,0.228003979,14,0,0
7745,46,608.382,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,47,0.448003292,14,0,0
7746,47,620.218,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,48,0.277012587,14,0,0
7747,48,637.211,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Omission,Not_premature,Omission,Omission,FC35,off,5CSRTT Day 5,3/2/2023,,49,,14,1,0
7748,49,649.473,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,50,0.528595448,14,0,0
7749,50,662.551,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,51,0.791013718,14,0,0
7750,51,674.077,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,52,0.503009319,14,0,0
7751,52,686.839,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,53,0.855015278,14,0,0
7752,53,697.505,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,54,0.437007904,14,0,0
7753,54,710.504,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Premature,Premature,Not_omission,Premature,FC35,off,5CSRTT Day 5,3/2/2023,,55,,14,0,1
7754,55,727.102,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Omission,Not_premature,Omission,Omission,FC35,off,5CSRTT Day 5,3/2/2023,,56,,14,1,0
7755,56,737.714,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,57,0.521027565,14,0,0
7756,57,750.573,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,58,0.468016863,14,0,0
7757,58,763.58,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP5,59,0.73203373,14,0,0
7758,59,777.061,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,60,0.285024405,14,0,0
7759,60,788.934,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP3,61,0.387025833,14,0,0
7760,61,802.26,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP2,62,0.608011007,14,0,0
7761,62,813.36,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP1,63,0.39900732,14,0,0
7762,63,825.197,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Incorrect Response,Not_premature,Not_omission,Error,FC35,off,5CSRTT Day 5,3/2/2023,NP4,64,0.490008831,14,0,0
7763,64,841.366,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Omission,Not_premature,Omission,Omission,FC35,off,5CSRTT Day 5,3/2/2023,,65,,14,1,0
7764,65,857.529,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Omission,Not_premature,Omission,Omission,FC35,off,5CSRTT Day 5,3/2/2023,,66,,14,1,0
7765,66,870.786,Electrode,Mid-Striatum,5c,03-02-2023\1677775365575.csv,Reward,Not_premature,Not_omission,Reward,FC35,off,5CSRTT Day 5,3/2/2023,NP4,67,0.474007368,14,0,0
