"","X","Animal","Session.Number","Outcome","Protocol","Stim","Omission_or_not","Premature_or_not","Accuracy","Reaction.Time"
"7970",25077,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7971",25078,"FC31","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",2.614815235
"7972",25079,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7973",25080,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7974",25081,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7975",25082,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7976",25083,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7977",25084,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7978",25085,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.574012041
"7979",25086,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.353001833
"7980",25087,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.581004143
"7981",25088,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.755012512
"7982",25089,"FC31","5","Omission","5CSRTT Day 5","off","Omission","Not_premature","Omission",NA
"7983",25090,"FC31","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.649078131
"7984",25091,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",3.21555686
"7985",25092,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.74401021
"7986",25093,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.771522522
"7987",25094,"FC31","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",1.244534254
"7988",25095,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.569025755
"7989",25096,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.314002514
"7990",25097,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",1.283015013
"7991",25098,"FC31","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",1.94502449
"7992",25099,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",1.546296358
"7993",25100,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.92653656
"7994",25101,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.473002911
"7995",25102,"FC31","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",5.316498518
"7996",25103,"FC31","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.521398783
"7997",25104,"FC31","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.815424442
"7998",25105,"FC31","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.608003855
"7999",25106,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8000",25107,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.128000975
"8001",25108,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8002",25109,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8003",25110,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8004",25111,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.452004671
"8005",25112,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8006",25113,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.696014643
"8007",25114,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.843046665
"8008",25115,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.493752241
"8009",25116,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1.138018608
"8010",25117,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.542005301
"8011",25118,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.412011623
"8012",25119,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.316003323
"8013",25120,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8014",25121,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.419516563
"8015",25122,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.222002268
"8016",25123,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8017",25124,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.233002663
"8018",25125,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.419004679
"8019",25126,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",1.140020132
"8020",25127,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8021",25128,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.314003468
"8022",25129,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.511013031
"8023",25130,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8024",25131,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8025",25132,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.284003019
"8026",25133,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.54900527
"8027",25134,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.331302404
"8028",25135,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.534950733
"8029",25136,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.41500473
"8030",25137,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8031",25138,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.12600112
"8032",25139,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8033",25140,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.709014893
"8034",25141,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.368003368
"8035",25142,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.567112923
"8036",25143,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.519012451
"8037",25144,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.193001986
"8038",25145,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8039",25146,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.663015366
"8040",25147,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.000999928
"8041",25148,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.819013357
"8042",25149,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.62800622
"8043",25150,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",1.109019279
"8044",25151,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",2.048091412
"8045",25152,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.790015459
"8046",25153,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.733007908
"8047",25154,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8048",25155,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.922017336
"8049",25156,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.669345856
"8050",25157,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.517929316
"8051",25158,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.470106125
"8052",25159,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.903016806
"8053",25160,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.764008045
"8054",25161,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.345003605
"8055",25162,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.490012169
"8056",25163,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1.217020035
"8057",25164,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.322003841
"8058",25165,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.3180089
"8059",25166,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.698014975
"8060",25167,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8061",25168,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.839013815
"8062",25169,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.906017303
"8063",25170,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.300003052
"8064",25171,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.469872713
"8065",25172,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8066",25173,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8067",25174,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.421004057
"8068",25175,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.101001024
"8069",25176,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.572024822
"8070",25177,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.525014162
"8071",25178,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.717014313
"8072",25179,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8073",25180,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1.092011452
"8074",25181,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8075",25182,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8076",25183,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",4.304581881
"8077",25184,"FC31","6","Premature","5CSRTT Day 1","on","Not_omission","Premature","Premature",NA
"8078",25185,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8079",25186,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.569005966
"8080",25187,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.540004969
"8081",25188,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.219520807
"8082",25189,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1.058011055
"8083",25190,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",3.405792713
"8084",25191,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8085",25192,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",3.015549183
"8086",25193,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.736011744
"8087",25194,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.998010397
"8088",25195,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.480540276
"8089",25196,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.437004805
"8090",25197,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.859009027
"8091",25198,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8092",25199,"FC31","6","Omission","5CSRTT Day 1","on","Omission","Not_premature","Omission",NA
"8093",25200,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.179001331
"8094",25201,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.469035149
"8095",25202,"FC31","6","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",2.828042746
"8096",25203,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.618006468
"8097",25204,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.564013481
"8098",25205,"FC31","6","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.656014681
"8099",25206,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.663785219
"8100",25207,"FC31","7","Omission","5CSRTT Day 2","off","Omission","Not_premature","Omission",NA
"8101",25208,"FC31","7","Omission","5CSRTT Day 2","off","Omission","Not_premature","Omission",NA
"8102",25209,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8103",25210,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.496005058
"8104",25211,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.781010866
"8105",25212,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.229317188
"8106",25213,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.216002464
"8107",25214,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8108",25215,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.613013744
"8109",25216,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.449094772
"8110",25217,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.498004913
"8111",25218,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8112",25219,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.26800251
"8113",25220,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8114",25221,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.420004606
"8115",25222,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.251002073
"8116",25223,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.020016909
"8117",25224,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.788013697
"8118",25225,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.054549932
"8119",25226,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.242009878
"8120",25227,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.702159166
"8121",25228,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8122",25229,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.343003511
"8123",25230,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.466946363
"8124",25231,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.534005642
"8125",25232,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8126",25233,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.269005775
"8127",25234,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.170008898
"8128",25235,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.693784952
"8129",25236,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.418535948
"8130",25237,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.214454889
"8131",25238,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.291003227
"8132",25239,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.400004387
"8133",25240,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.670014143
"8134",25241,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.460011721
"8135",25242,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.360004187
"8136",25243,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.038000584
"8137",25244,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8138",25245,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.957035542
"8139",25246,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.597005844
"8140",25247,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.035353661
"8141",25248,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.569005966
"8142",25249,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.170002222
"8143",25250,"FC31","7","Omission","5CSRTT Day 2","off","Omission","Not_premature","Omission",NA
"8144",25251,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.778015375
"8145",25252,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.511113405
"8146",25253,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.495004892
"8147",25254,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.470039368
"8148",25255,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8149",25256,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.859359264
"8150",25257,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.46600461
"8151",25258,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.334003687
"8152",25259,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.44903326
"8153",25260,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.394361019
"8154",25261,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.313011885
"8155",25262,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.327003717
"8156",25263,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.567005873
"8157",25264,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.633190393
"8158",25265,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.455004692
"8159",25266,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.268002987
"8160",25267,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.812008381
"8161",25268,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.250002384
"8162",25269,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.016045094
"8163",25270,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.928017855
"8164",25271,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.456004143
"8165",25272,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.225019693
"8166",25273,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.587014675
"8167",25274,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",1.044324875
"8168",25275,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.226002455
"8169",25276,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.703018665
"8170",25277,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.453004837
"8171",25278,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.839682341
"8172",25279,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.432004452
"8173",25280,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.547005892
"8174",25281,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.320935488
"8175",25282,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.587524176
"8176",25283,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8177",25284,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.262002945
"8178",25285,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.347011089
"8179",25286,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.185001612
"8180",25287,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.980194569
"8181",25288,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",0.935016155
"8182",25289,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.323003769
"8183",25290,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",1.57605505
"8184",25291,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.809717178
"8185",25292,"FC31","7","Premature","5CSRTT Day 2","off","Not_omission","Premature","Premature",NA
"8186",25293,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.599005938
"8187",25294,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.538004637
"8188",25295,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",1.583024263
"8189",25296,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.544005871
"8190",25297,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",2.337038994
"8191",25298,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",1.449022293
"8192",25299,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.735008001
"8193",25300,"FC31","7","Incorrect Response","5CSRTT Day 2","off","Not_omission","Not_premature","Error",2.392197847
"8194",25301,"FC31","7","Omission","5CSRTT Day 2","off","Omission","Not_premature","Omission",NA
"8195",25302,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.506294012
"8196",25303,"FC31","7","Reward","5CSRTT Day 2","off","Not_omission","Not_premature","Reward",0.571086168
"8197",25304,"FC31","7","Omission","5CSRTT Day 2","off","Omission","Not_premature","Omission",NA
"8198",25305,"FC31","7","Omission","5CSRTT Day 2","off","Omission","Not_premature","Omission",NA
"8199",25306,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8200",25307,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.954093218
"8201",25308,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.74001503
"8202",25309,"FC31","8","Premature","5CSRTT Day 3","on","Not_omission","Premature","Premature",NA
"8203",25310,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.467236996
"8204",25311,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.31000638
"8205",25312,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.569019318
"8206",25313,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",1.034026623
"8207",25314,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8208",25315,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8209",25316,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8210",25317,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.427009106
"8211",25318,"FC31","8","Premature","5CSRTT Day 3","on","Not_omission","Premature","Premature",NA
"8212",25319,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8213",25320,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8214",25321,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8215",25322,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.214004993
"8216",25323,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8217",25324,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.235309124
"8218",25325,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",1.630477905
"8219",25326,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8220",25327,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8221",25328,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8222",25329,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8223",25330,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8224",25331,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8225",25332,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8226",25333,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",1.612049341
"8227",25334,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.539020061
"8228",25335,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8229",25336,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8230",25337,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.597090721
"8231",25338,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.573041201
"8232",25339,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",2.324056387
"8233",25340,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8234",25341,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8235",25342,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.200055599
