"","X","Animal","Session.Number","Outcome","Protocol","Stim","Omission_or_not","Premature_or_not","Accuracy","Reaction.Time"
"4814",20410,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.749016762
"4815",20411,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.688052654
"4816",20412,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.458021164
"4817",20413,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.428014278
"4818",20414,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.819009542
"4819",20415,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.266004086
"4820",20416,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.744895697
"4821",20417,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.393857956
"4822",20418,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.278003693
"4823",20419,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.46700573
"4824",20420,"FC32","10","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"4825",20421,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.417515516
"4826",20422,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.293127537
"4827",20423,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.601386786
"4828",20424,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.848577023
"4829",20425,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.716099977
"4830",20426,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.488005877
"4831",20427,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.291003227
"4832",20428,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.122001171
"4833",20429,"FC32","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"4834",20430,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.782014608
"4835",20431,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",1.526759624
"4836",20432,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.803516388
"4837",20433,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.98202014
"4838",20434,"FC32","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"4839",20435,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.73400712
"4840",20436,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.733008385
"4841",20437,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.391018152
"4842",20438,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.661024809
"4843",20439,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.200002432
"4844",20440,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.361004114
"4845",20441,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.923010588
"4846",20442,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.321316242
"4847",20443,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.235002518
"4848",20444,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.862515688
"4849",20445,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.58801198
"4850",20446,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.409013748
"4851",20447,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.298003435
"4852",20448,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.315859556
"4853",20449,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.478522301
"4854",20450,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.560006618
"4855",20451,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.781533241
"4856",20452,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.596007586
"4857",20453,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.447008371
"4858",20454,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.752017975
"4859",20455,"FC32","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"4860",20456,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.961024523
"4861",20457,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.697008133
"4862",20458,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.488006115
"4863",20459,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.229002476
"4864",20460,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.355004072
"4865",20461,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.527867317
"4866",20462,"FC32","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"4867",20463,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",2.262440443
"4868",20464,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.734421968
"4869",20465,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.467102766
"4870",20466,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.502006531
"4871",20467,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.25400877
"4872",20468,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.873336315
"4873",20469,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.40900445
"4874",20470,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.295003653
"4875",20471,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",1.878035069
"4876",20472,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.898010254
"4877",20473,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.549005985
"4878",20474,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.258010626
"4879",20475,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.391025305
"4880",20476,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.592006922
"4881",20477,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.292078733
"4882",20478,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.324003696
"4883",20479,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.43400836
"4884",20480,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.429005146
"4885",20481,"FC32","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"4886",20482,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.377004862
"4887",20483,"FC32","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"4888",20484,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",1.072019339
"4889",20485,"FC32","10","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"4890",20486,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.481020212
"4891",20487,"FC32","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"4892",20488,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.460008621
"4893",20489,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.740336895
"4894",20490,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.540006638
"4895",20491,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.692008257
"4896",20492,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.494170666
"4897",20493,"FC32","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.19805336
"4898",20494,"FC32","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.783014536
